city,ds,y,aqi,temp,humidity,flu_cases,dengue_cases,event,holiday
Mumbai,2020-02-06,266,44.9223689242913,26.331111744784067,50.360232490798886,15,8,0,0
Mumbai,2020-02-07,237,58.09343319232598,34.98978002917659,84.49943101692229,27,1,0,0
Mumbai,2020-02-08,265,67.33001169628326,30.744660029277913,73.86588494159695,25,6,0,1
Mumbai,2020-02-09,288,83.14875700982849,26.98613539546734,72.53716531982363,27,6,0,1
Mumbai,2020-02-10,258,85.50805053938912,32.29408818295286,63.49024360447842,26,3,0,0
Mumbai,2020-02-11,260,86.43397434038803,34.355380604809284,59.6274126170873,28,6,0,0
Mumbai,2020-02-12,288,86.53612097365824,31.01257927564763,67.85545602019877,32,12,0,0
Mumbai,2020-02-13,253,83.23420290603269,22.150068890300183,66.22575636337018,25,5,0,0
Mumbai,2020-02-14,243,68.93299590301888,32.01146751059408,86.30112757014125,19,6,0,0
Mumbai,2020-02-15,263,85.85158705303319,32.75099471076508,86.33228002571896,35,4,0,1
Mumbai,2020-02-16,270,108.50782947340453,29.583209833411537,60.93938017014975,24,6,0,1
Mumbai,2020-02-17,244,76.96774260612965,31.987575650448864,81.40651284642448,35,6,0,0
Mumbai,2020-02-18,248,65.09369482682958,29.097066454424482,55.94053925322662,30,6,0,0
Mumbai,2020-02-19,267,83.52753067171804,25.2770124430792,72.2102777199838,34,6,0,0
Mumbai,2020-02-20,237,88.22360498497393,22.971772630406754,80.66903099966693,28,5,0,0
Mumbai,2020-02-21,268,76.60950369980614,26.192619462714024,38.84134624973275,39,9,0,0
Mumbai,2020-02-22,263,80.44347604916405,32.13918689972214,65.11628016644421,27,3,0,1
Mumbai,2020-02-23,262,112.57352223317076,26.492650059295883,53.02659149143151,26,3,0,1
Mumbai,2020-02-24,244,83.40522385395452,36.304540586639625,69.59430930387134,37,3,0,0
Mumbai,2020-02-25,252,72.94275577436386,28.075742352404923,79.79593520799642,30,4,0,0
Mumbai,2020-02-26,247,101.85347209359587,32.39155140598767,56.76173972006017,26,6,0,0
Mumbai,2020-02-27,255,74.7147498365599,38.11190641061492,57.272885616114145,32,1,0,0
Mumbai,2020-02-28,240,107.46862977676714,32.58698853944176,88.33473607406273,26,5,0,0
Mumbai,2020-02-29,271,65.31091594734872,26.18950662573756,49.729429016365046,34,3,0,1
Mumbai,2020-03-01,256,82.40508439235771,29.444865305036988,83.33026389891128,18,4,0,1
Mumbai,2020-03-02,261,82.09446640414819,24.110114612478213,75.98885899572359,26,6,0,0
Mumbai,2020-03-03,265,61.68809196150522,17.694059258402987,47.11191657962797,33,8,0,0
Mumbai,2020-03-04,243,109.83569318494011,29.033969823638703,48.908920076738724,36,4,0,0
Mumbai,2020-03-05,248,126.66833935593658,33.49228317308841,71.01317341297015,26,0,0,0
Mumbai,2020-03-06,273,95.1457615938199,27.74200660483281,87.95233967293854,28,4,0,0
Mumbai,2020-03-07,252,87.40104875392677,34.98375350946473,59.88912958216414,39,1,0,1
Mumbai,2020-03-08,247,56.61198485811825,28.842650310774086,75.82008582929551,28,5,0,1
Mumbai,2020-03-09,249,96.65763417563966,28.183166838314733,57.566253955740336,24,5,0,0
Mumbai,2020-03-10,239,89.62376068716233,35.36374238760358,63.95133413104013,24,6,0,0
Mumbai,2020-03-11,257,64.25218174105392,29.64010118013697,72.55718122569341,36,3,0,0
Mumbai,2020-03-12,240,82.99110713653081,27.402904370287754,62.37531345926518,31,4,0,0
Mumbai,2020-03-13,246,91.85661936274127,34.675927354325175,60.69238732043446,30,3,0,0
Mumbai,2020-03-14,278,96.55903514756706,41.26306811912133,82.13569530403454,33,7,0,1
Mumbai,2020-03-15,244,45.51199311122959,23.42696755308363,69.90295219129749,26,4,0,1
Mumbai,2020-03-16,241,95.32092628650216,31.67942950498063,72.63354117064817,27,4,0,0
Mumbai,2020-03-17,227,66.3602508081671,27.08198749842196,57.91887920351243,33,5,0,0
Mumbai,2020-03-18,236,89.87833753166022,32.55170841666199,53.98506037969045,32,5,0,0
Mumbai,2020-03-19,243,122.7764449246165,27.32097157215368,72.4443616485188,25,7,0,0
Mumbai,2020-03-20,244,85.25483132332079,37.01943123169902,78.53444120761063,32,8,0,0
Mumbai,2020-03-21,253,69.71406097683587,32.696090872821436,61.42096312584966,33,8,0,1
Mumbai,2020-03-22,273,89.73675560925065,27.651510256877675,85.17508365718825,38,3,0,1
Mumbai,2020-03-23,255,76.97833104084611,25.076231267750536,39.26238594935006,23,4,0,0
Mumbai,2020-03-24,276,94.4943022793294,33.643490585536185,98.44880050922876,37,5,0,0
Mumbai,2020-03-25,226,83.82469064744947,27.677430750650885,52.982095021947615,24,4,0,0
Mumbai,2020-03-26,249,100.58589702207166,31.330746046779392,103.36910037899148,37,4,0,0
Mumbai,2020-03-27,258,74.0199985797051,25.301932937361194,92.73534674327013,19,3,0,0
Mumbai,2020-03-28,253,70.72888318236672,27.113951169134364,67.31026715946133,29,3,0,1
Mumbai,2020-03-29,250,55.85544961681326,27.58370825026655,75.6313382676144,41,3,0,1
Mumbai,2020-03-30,246,78.35551772143336,32.710162377211226,77.18970316513898,28,4,0,0
Mumbai,2020-03-31,241,89.26166284102533,21.654926345202515,66.53410744981556,33,7,0,0
Mumbai,2020-04-01,223,65.31971236544919,28.158345917092937,87.7095370590431,26,7,0,0
Mumbai,2020-04-02,227,86.48540733573991,36.380249555948176,81.87486778920879,24,3,0,0
Mumbai,2020-04-03,225,71.58565415561603,30.131124223848655,47.94154072967386,28,4,0,0
Mumbai,2020-04-04,245,59.1377805239086,34.069853069258116,78.78837677319586,30,5,0,1
Mumbai,2020-04-05,240,68.44634115332883,34.95361572203205,87.42338555312861,31,7,0,1
Mumbai,2020-04-06,240,60.68782220241761,31.655079593994586,74.96634673512945,26,8,0,0
Mumbai,2020-04-07,285,77.05080801205249,38.00061557963958,53.32955623552269,34,8,1,0
Mumbai,2020-04-08,237,79.17123586095795,25.78591685457837,80.30671065983688,27,4,0,0
Mumbai,2020-04-09,229,57.45600935221674,27.522124217983055,67.99888731682643,34,7,0,0
Mumbai,2020-04-10,238,88.12592141302706,24.132702849774837,49.51493716497246,23,8,0,0
Mumbai,2020-04-11,256,79.4823856922129,29.379086954997756,112.69579993807712,33,8,0,1
Mumbai,2020-04-12,229,88.74366764857263,30.669884578082215,77.95999671415747,21,2,0,1
Mumbai,2020-04-13,228,53.4870354393058,30.35692835799828,66.4087948274645,33,3,0,0
Mumbai,2020-04-14,229,61.97570831505422,37.22436542599223,85.69782448702271,32,7,0,0
Mumbai,2020-04-15,210,53.986246329762764,22.531491102037403,95.95767508819893,21,9,0,0
Mumbai,2020-04-16,244,91.49089245284385,28.996517923332167,52.36818452974347,25,8,0,0
Mumbai,2020-04-17,239,55.67104635011306,28.18367613610505,81.58458176466604,30,5,0,0
Mumbai,2020-04-18,253,95.48285342145175,27.527326283963433,71.66691177103549,36,5,0,1
Mumbai,2020-04-19,250,86.20987938122376,33.28566397458935,59.79008368094961,28,10,0,1
Mumbai,2020-04-20,226,63.31231000849104,27.402556210009294,74.01957763275864,29,3,0,0
Mumbai,2020-04-21,218,71.56506994071327,27.77636597201842,62.19262235176829,31,5,0,0
Mumbai,2020-04-22,223,68.18081002216037,31.519447573540084,63.151823180449085,24,6,0,0
Mumbai,2020-04-23,254,98.80158433301436,25.97941048736602,60.87541916612052,34,10,0,0
Mumbai,2020-04-24,223,82.28365148698366,31.65859349562166,89.51697290684791,29,7,0,0
Mumbai,2020-04-25,213,74.86405738242661,28.73423857871799,69.4939716189952,31,4,0,1
Mumbai,2020-04-26,253,65.71721310149411,28.673357088542254,83.9207334635189,27,6,0,1
Mumbai,2020-04-27,249,96.96240747318501,30.837825727922056,66.19154807095464,31,7,0,0
Mumbai,2020-04-28,240,50.459561791746594,29.361930358527076,79.51415114019126,24,3,0,0
Mumbai,2020-04-29,235,109.78994236679779,35.08196052012017,66.36151154129743,34,5,0,0
Mumbai,2020-04-30,219,72.1093281727938,35.41051705640722,73.42763191923427,23,2,0,0
Mumbai,2020-05-01,231,80.10782116234321,25.754415925293856,68.11234019111511,37,3,0,0
Mumbai,2020-05-02,241,95.32798842614815,34.22197646560526,65.99230082217183,32,7,0,1
Mumbai,2020-05-03,218,85.2803135302891,31.130850429620395,72.88278925775626,38,2,0,1
Mumbai,2020-05-04,221,62.624592971067315,29.1241083824809,77.54663417104327,24,7,0,0
Mumbai,2020-05-05,237,123.52621164229218,32.38462759311305,59.94569817613823,34,6,0,0
Mumbai,2020-05-06,207,66.94333606692987,36.97970336001283,74.32030081558578,23,5,0,0
Mumbai,2020-05-07,243,65.948338501657,27.177568562498934,82.8949946171893,34,4,0,0
Mumbai,2020-05-08,227,91.7344444851293,27.575022950082676,81.82023074503316,29,4,0,0
Mumbai,2020-05-09,255,90.07640608676826,33.36742400274073,81.35926767786958,30,4,0,1
Mumbai,2020-05-10,257,78.80701169994282,29.55741691804232,85.95220141979271,25,5,0,1
Mumbai,2020-05-11,223,78.76249276187217,26.987439577384446,75.2570324927085,28,5,0,0
Mumbai,2020-05-12,221,84.02318420341155,31.803410034734167,76.43468086703346,31,5,0,0
Mumbai,2020-05-13,221,107.79912575400219,26.273076432142027,60.121442942861,28,4,0,0
Mumbai,2020-05-14,237,62.15095880230631,36.231556275139184,52.6478960227153,28,4,0,0
Mumbai,2020-05-15,188,51.294930393579804,35.202594293405326,59.87226912221405,26,6,0,0
Mumbai,2020-05-16,241,96.95781244005215,31.0752378207773,57.63606207377157,34,7,0,1
Mumbai,2020-05-17,235,60.5149146275906,28.95328752466233,80.08616067240656,32,7,0,1
Mumbai,2020-05-18,215,67.4165860317544,32.13236599189677,69.61268657715007,25,7,0,0
Mumbai,2020-05-19,244,90.02970776085155,31.335631955431808,74.26235696486745,38,7,0,0
Mumbai,2020-05-20,227,82.7226735594996,24.32087629866794,67.046744734377,33,7,0,0
Mumbai,2020-05-21,199,67.94535352037674,28.731125169459787,88.20531445024709,34,3,0,0
Mumbai,2020-05-22,219,81.01993859943903,33.67089381595968,70.17374871168424,22,7,0,0
Mumbai,2020-05-23,228,43.44827492036475,29.979274174077354,46.051309433806786,22,4,0,1
Mumbai,2020-05-24,258,93.00335947793525,32.43565069772003,65.69468833835394,42,7,0,1
Mumbai,2020-05-25,227,92.01888273058186,25.285053670054197,69.75122237322768,20,3,0,0
Mumbai,2020-05-26,239,109.12596324206669,26.31576357647202,56.96463654032974,32,12,0,0
Mumbai,2020-05-27,239,94.83850611273849,35.15396097835779,64.68431467877429,19,2,0,0
Mumbai,2020-05-28,217,44.63336947876134,29.776102239189086,94.73591601818627,27,5,0,0
Mumbai,2020-05-29,212,44.07770856612662,28.271848323635425,43.49265643385087,28,6,0,0
Mumbai,2020-05-30,252,90.79208915330157,28.227438628990278,59.10939474530424,27,3,0,1
Mumbai,2020-05-31,220,92.81254816778223,38.0565326392931,54.60142224142395,29,4,0,1
Mumbai,2020-06-01,286,71.22791129250713,24.437081173502428,61.265516432178245,34,16,0,0
Mumbai,2020-06-02,246,57.35795204402238,30.099542529828064,72.45078927693106,34,13,0,0
Mumbai,2020-06-03,308,71.16881382476363,31.87524443971146,69.6507091146872,25,13,0,0
Mumbai,2020-06-04,295,95.94942724280554,26.593414900098537,55.653096947891356,26,15,0,0
Mumbai,2020-06-05,250,58.60026310601673,34.08372394504387,72.11072309140711,32,10,0,0
Mumbai,2020-06-06,312,66.90752964971583,33.633939714348664,57.09153243384475,33,15,0,1
Mumbai,2020-06-07,280,86.08788157563879,25.987164529550068,80.38975573813565,30,14,0,1
Mumbai,2020-06-08,297,71.55002533363222,28.388753332195137,87.10426992518359,27,9,1,0
Mumbai,2020-06-09,298,68.68383902830209,26.334582226448262,47.57102408540656,26,24,0,0
Mumbai,2020-06-10,280,88.390247407661,32.95502011566296,65.88663782677878,29,15,0,0
Mumbai,2020-06-11,301,94.27554759756097,29.342715614802096,63.679568261258716,30,13,0,0
Mumbai,2020-06-12,276,95.12986454549878,31.674721994124063,52.28493195170435,33,15,0,0
Mumbai,2020-06-13,328,102.16502078463483,30.45341925260324,41.7540512924707,32,14,0,1
Mumbai,2020-06-14,285,78.19482395472659,31.916644205121575,61.21035600445677,42,12,0,1
Mumbai,2020-06-15,277,53.08641658091262,36.89311588095684,105.09053173555746,33,16,0,0
Mumbai,2020-06-16,275,82.05621330694245,23.430958267243305,94.3563310114717,20,10,0,0
Mumbai,2020-06-17,284,92.26219051680044,28.777825993594185,108.23688906923468,30,12,0,0
Mumbai,2020-06-18,265,62.910613905273564,29.85319020914194,81.81199278102996,19,18,0,0
Mumbai,2020-06-19,307,88.06007598156314,34.6569542307203,62.09557407864314,31,10,1,0
Mumbai,2020-06-20,298,52.84486982123988,44.84353106259714,55.04801848585759,29,18,0,1
Mumbai,2020-06-21,321,105.99088973829856,25.38493023676712,82.45433668946418,28,20,0,1
Mumbai,2020-06-22,288,44.30959147953645,34.826760936239765,83.82515290096056,35,16,0,0
Mumbai,2020-06-23,274,93.46420254870925,34.40518044175874,72.85311203753838,30,15,0,0
Mumbai,2020-06-24,270,48.81872718621693,29.753489954652768,56.100540663202054,24,10,0,0
Mumbai,2020-06-25,326,84.47074360920152,33.94605077384699,96.16870245638557,32,22,1,0
Mumbai,2020-06-26,279,74.42708108685889,24.88188308969054,69.9815593868232,30,17,0,0
Mumbai,2020-06-27,290,69.66152119296376,29.553314503063273,80.18873559175682,31,15,0,1
Mumbai,2020-06-28,290,44.335334124646764,28.566110254185467,58.26429893702162,23,24,0,1
Mumbai,2020-06-29,279,64.11195102418267,23.190583663294543,67.75685782937248,24,15,0,0
Mumbai,2020-06-30,273,94.66398700525065,31.540765150261667,47.38896920332935,27,10,0,0
Mumbai,2020-07-01,291,79.88443695302014,28.35437927859373,42.36269794833173,21,15,0,0
Mumbai,2020-07-02,292,101.76097743321162,26.1712110598053,59.106806162376,31,15,0,0
Mumbai,2020-07-03,312,111.9725981501873,28.093788742181335,70.76903168590792,38,16,0,0
Mumbai,2020-07-04,295,105.20336286546798,34.595345921004615,56.02192416153404,34,11,0,1
Mumbai,2020-07-05,310,67.78555415707395,37.29084563491831,95.91224831878546,33,10,0,1
Mumbai,2020-07-06,324,85.45777368672996,27.030439451336132,98.02928268466889,25,16,0,0
Mumbai,2020-07-07,318,67.93788553997355,30.41395670846066,58.97661438602675,37,17,0,0
Mumbai,2020-07-08,294,61.4968688615931,31.265976746064865,45.53148228646687,29,21,0,0
Mumbai,2020-07-09,294,80.9671394559505,33.64606327726704,89.28521667208378,26,11,0,0
Mumbai,2020-07-10,314,90.57712591164143,22.72742982266112,54.86760364466729,29,11,0,0
Mumbai,2020-07-11,295,52.680262059715766,32.50183955224764,87.68425556306197,27,14,0,1
Mumbai,2020-07-12,300,77.63211682563757,26.597976079612195,48.6847151133195,17,17,0,1
Mumbai,2020-07-13,306,81.22441003942029,19.978873431783207,64.15064978173118,26,14,0,0
Mumbai,2020-07-14,273,98.00568639656547,29.144812353201377,79.84134106819666,16,15,0,0
Mumbai,2020-07-15,306,91.57447559856278,33.71110535135394,105.39196250601466,30,14,0,0
Mumbai,2020-07-16,298,70.4740794468586,30.761176047805925,50.499911116013536,36,19,0,0
Mumbai,2020-07-17,299,91.8522039443967,30.588621152981986,57.39422867330804,32,19,0,0
Mumbai,2020-07-18,305,69.10160060288007,32.55718493372386,89.38689741479136,37,10,0,1
Mumbai,2020-07-19,312,68.55162237491464,30.087920228293452,82.05880088149509,43,20,0,1
Mumbai,2020-07-20,313,78.87119103449255,33.48909418812051,96.9461018803159,36,16,0,0
Mumbai,2020-07-21,300,85.14976985851945,30.35211012237678,95.82806677766246,32,16,0,0
Mumbai,2020-07-22,316,58.882846182971676,33.078816652556554,53.85967370401243,32,14,0,0
Mumbai,2020-07-23,264,39.336813092384055,31.303117136265385,72.57025434744139,26,11,0,0
Mumbai,2020-07-24,293,64.76976472104018,30.51024576210964,65.9918141175424,34,14,0,0
Mumbai,2020-07-25,315,86.69703321557323,26.337433943343953,76.03928167819136,29,9,0,1
Mumbai,2020-07-26,326,86.44814392021964,33.35014104862026,92.65582690835514,26,20,0,1
Mumbai,2020-07-27,303,102.07720283433012,27.272849825658138,79.88556646993075,18,18,0,0
Mumbai,2020-07-28,308,33.22501373949529,27.574886887185414,78.94147623723674,38,14,0,0
Mumbai,2020-07-29,291,62.34430412876988,31.967229333803925,59.37652560429089,30,18,0,0
Mumbai,2020-07-30,306,97.27008371303053,30.27501504870777,97.20806448306274,27,14,0,0
Mumbai,2020-07-31,311,110.69796308235813,25.024558460312488,64.05974124846584,29,25,0,0
Mumbai,2020-08-01,321,99.88310514813607,28.890990264935873,58.62011447822065,30,17,0,1
Mumbai,2020-08-02,316,63.56752375039403,36.218090377187345,82.14327900414548,28,16,0,1
Mumbai,2020-08-03,336,84.2036251042082,33.48773450893665,48.972463586413824,28,13,1,0
Mumbai,2020-08-04,293,92.56716465321226,33.14955045654955,79.90493832437441,31,8,0,0
Mumbai,2020-08-05,278,66.63840032430628,31.851243775387324,71.39000677726426,30,18,0,0
Mumbai,2020-08-06,296,81.1784673003224,27.836754302061056,80.65737946521658,30,14,0,0
Mumbai,2020-08-07,293,48.46971772845243,30.963696114206467,72.25346426828362,35,14,0,0
Mumbai,2020-08-08,304,81.55329353774289,28.148306731373545,54.08120959095471,26,16,0,1
Mumbai,2020-08-09,274,110.11012297716408,32.19037051159367,71.23545016336567,28,18,0,1
Mumbai,2020-08-10,286,69.9201625194939,23.73379249818603,100.87039730322905,29,17,0,0
Mumbai,2020-08-11,293,56.645496343840755,32.039839193640894,51.71083127481889,19,23,0,0
Mumbai,2020-08-12,298,38.19739117755673,32.70096962711978,47.819546030131605,28,16,0,0
Mumbai,2020-08-13,293,33.36634561219738,26.692317150487764,58.03353031975534,24,19,0,0
Mumbai,2020-08-14,276,85.10352574665795,25.72491337846147,78.35973903621368,36,11,0,0
Mumbai,2020-08-15,329,99.46387360758601,36.451465808055396,70.43991300613068,30,17,0,1
Mumbai,2020-08-16,298,113.42129825470658,28.647671506160144,26.094691478620085,25,14,0,1
Mumbai,2020-08-17,311,127.56517003465464,30.26962879211696,56.30702277526956,42,17,0,0
Mumbai,2020-08-18,298,90.52346207002145,31.071343706630582,77.31867199309896,36,17,0,0
Mumbai,2020-08-19,339,114.92615234747441,29.67304824341506,67.24853794565765,31,18,1,0
Mumbai,2020-08-20,276,57.30784832459849,26.782333039212954,67.87464421082232,26,16,0,0
Mumbai,2020-08-21,281,101.6082731541876,32.82962923769977,63.82873363359033,30,15,0,0
Mumbai,2020-08-22,301,75.77634534871456,29.337288568726482,99.45284058196455,24,20,0,1
Mumbai,2020-08-23,304,60.332166414378875,31.0200094698704,85.67088177271496,28,17,0,1
Mumbai,2020-08-24,284,99.54266442451268,33.17585917722225,58.712181001115695,24,8,0,0
Mumbai,2020-08-25,286,64.8043056232217,27.56920366745941,44.309588527480656,32,14,0,0
Mumbai,2020-08-26,308,113.18634885645311,24.19340704903221,79.12204470642259,19,15,0,0
Mumbai,2020-08-27,261,94.98900760091692,27.48268325811766,67.38710588099146,29,5,0,0
Mumbai,2020-08-28,288,107.96762819442742,28.09397058570001,75.41864523061649,26,14,0,0
Mumbai,2020-08-29,289,79.90092501743608,24.089452358408273,85.13051997173294,32,14,0,1
Mumbai,2020-08-30,281,98.29953320471577,30.3520585659879,90.02136971514184,23,11,0,1
Mumbai,2020-08-31,300,92.72567667976044,32.19916395699524,56.004445521915244,42,17,0,0
Mumbai,2020-09-01,258,69.58602844117829,21.950517639501157,35.74483445300225,28,18,0,0
Mumbai,2020-09-02,274,122.85413622495382,23.896375900971538,89.10863190153218,27,18,0,0
Mumbai,2020-09-03,272,99.01631093407534,30.34206833125252,65.01492909885361,23,9,0,0
Mumbai,2020-09-04,283,76.67841833907936,37.72943261701444,53.98255816340425,33,14,0,0
Mumbai,2020-09-05,272,84.75800858869766,26.249585039000944,70.74307938463883,31,12,0,1
Mumbai,2020-09-06,270,85.28497308642295,38.18800740195595,60.46678012164862,38,18,0,1
Mumbai,2020-09-07,289,52.52229142021483,26.812566647542976,86.36711541374379,41,20,0,0
Mumbai,2020-09-08,255,92.54929448105231,24.953647578055204,86.24308365788303,26,17,0,0
Mumbai,2020-09-09,293,54.29012933508365,25.469465626898913,67.36480991384762,34,19,1,0
Mumbai,2020-09-10,259,87.0248649133057,34.863544076136606,72.46943121908028,32,13,0,0
Mumbai,2020-09-11,255,75.86125050080108,29.21781256799228,58.58378863274158,24,17,0,0
Mumbai,2020-09-12,283,70.25946692744569,24.19870213477932,54.451946507301656,29,15,0,1
Mumbai,2020-09-13,283,82.8394632795162,22.272747114337786,75.53012307354534,38,16,0,1
Mumbai,2020-09-14,282,58.608932927404425,29.691070129368143,51.88805492718092,22,19,0,0
Mumbai,2020-09-15,266,71.48463241839012,32.130862024791305,63.328867288328574,28,11,0,0
Mumbai,2020-09-16,248,87.38923864588283,33.07765842143496,74.22054540919767,20,10,0,0
Mumbai,2020-09-17,279,74.15657243379971,34.19212436737072,55.03893027355706,34,14,0,0
Mumbai,2020-09-18,278,82.53680191565125,30.82524828004937,80.75905962207815,38,23,0,0
Mumbai,2020-09-19,296,90.09567333196193,23.372747140820575,79.20946521921152,38,13,0,1
Mumbai,2020-09-20,282,85.22832735896364,34.58522445509043,53.55255878801688,29,8,0,1
Mumbai,2020-09-21,260,103.96911969412761,29.912843949991437,89.8171613358783,37,11,0,0
Mumbai,2020-09-22,272,93.44982519501119,22.711114764297868,53.27514718108618,33,20,0,0
Mumbai,2020-09-23,258,78.06957736777441,32.00905774113894,58.77933078047096,22,16,0,0
Mumbai,2020-09-24,268,89.15096688175937,32.98329885457582,72.93159913689006,30,17,0,0
Mumbai,2020-09-25,295,87.32370210964623,33.52538193588944,73.56380342799336,21,15,1,0
Mumbai,2020-09-26,304,96.20854185929633,33.601576989089736,84.46910764969753,28,19,0,1
Mumbai,2020-09-27,274,49.54465735696793,33.65528074487783,78.37140493180146,26,16,0,1
Mumbai,2020-09-28,258,61.86913422887041,25.560066219524387,56.38438315955413,28,8,0,0
Mumbai,2020-09-29,256,71.25117398629176,35.79816425295087,63.21382672885913,27,11,0,0
Mumbai,2020-09-30,286,98.35948136757423,30.43752127452306,50.45761387540034,35,15,0,0
Mumbai,2020-10-01,274,76.35342334589438,20.764145817160966,67.21352906306423,32,7,0,0
Mumbai,2020-10-02,258,119.69910976465076,33.29618243271831,42.823312139437476,25,3,0,0
Mumbai,2020-10-03,271,83.07745444992415,23.43743890717143,55.278808008022395,31,2,0,1
Mumbai,2020-10-04,281,75.52321628786642,27.61142000747972,70.0752471717593,27,6,0,1
Mumbai,2020-10-05,268,53.11366603882145,29.598439016427037,78.71276699555591,27,9,0,0
Mumbai,2020-10-06,260,107.92198086396516,33.75664544248303,65.64741503603038,33,1,0,0
Mumbai,2020-10-07,311,89.25060398094692,27.668941340247766,81.62361789475177,33,9,1,0
Mumbai,2020-10-08,300,88.25024672907138,27.458289757242802,30.274942874254712,32,2,0,0
Mumbai,2020-10-09,263,49.51410211172927,30.883287316099576,53.7003359557077,36,6,0,0
Mumbai,2020-10-10,271,52.823579271281986,30.89439654981568,69.46780223568757,26,2,0,1
Mumbai,2020-10-11,281,62.97404228433223,29.356555825039173,64.47784228046572,41,3,0,1
Mumbai,2020-10-12,272,111.47238476558624,24.650474730684934,90.49824606946315,36,4,0,0
Mumbai,2020-10-13,259,115.7005280617195,30.15259814790889,57.448438423874066,30,4,0,0
Mumbai,2020-10-14,276,84.2070436998005,27.528796154403356,52.12338448314066,19,7,0,0
Mumbai,2020-10-15,274,124.78717846803008,31.925392811133825,72.36630330338173,26,3,0,0
Mumbai,2020-10-16,291,100.7794904517726,28.87220837699312,69.51422115791732,28,10,0,0
Mumbai,2020-10-17,290,106.36939031570361,29.953695783687426,75.68784939798019,41,7,0,1
Mumbai,2020-10-18,273,91.38505630234857,32.95869402983148,80.54813747303899,33,2,0,1
Mumbai,2020-10-19,284,63.55258373490287,38.43775607341307,65.38797351269433,34,1,0,0
Mumbai,2020-10-20,275,69.54204308076437,32.09331415530987,72.18620241018816,33,7,0,0
Mumbai,2020-10-21,264,52.065117684709605,30.255334834466215,80.92965056364822,26,4,0,0
Mumbai,2020-10-22,280,103.54809724681562,29.85069478110151,74.74526074213655,28,6,0,0
